Date,Open,Close,Volume
2019-01-02,12.449999809265137,13.069999694824219,2124200
2019-01-03,12.979999542236328,12.970000267028809,1750400
2019-01-04,14.029999732971191,15.239999771118164,11915700
2019-01-07,15.109999656677246,15.479999542236328,4718000
2019-01-08,15.5,15.8100004196167,3443800
2019-01-09,15.84000015258789,15.979999542236328,3554500
2019-01-10,15.739999771118164,15.960000038146973,2904800
2019-01-11,15.859999656677246,15.850000381469727,2419800
2019-01-14,15.84000015258789,15.640000343322754,3610900
2019-01-15,15.600000381469727,15.529999732971191,2228200
2019-01-16,15.569999694824219,15.680000305175781,1992600
2019-01-17,15.489999771118164,15.770000457763672,1743000
2019-01-18,16.020000457763672,15.930000305175781,8547200
2019-01-22,15.8100004196167,15.270000457763672,3188700
2019-01-23,15.3100004196167,15.479999542236328,1837000
2019-01-24,15.479999542236328,15.800000190734863,1282000
2019-01-25,15.960000038146973,15.899999618530273,1915100
2019-01-28,15.739999771118164,15.5,2984900
2019-01-29,12.390000343322754,11.279999732971191,32870300
2019-01-30,11.25,11.199999809265137,6151000
2019-01-31,11.170000076293945,11.34000015258789,6049600
2019-02-01,11.3100004196167,11.239999771118164,3477400
2019-02-04,11.239999771118164,11.369999885559082,4271500
2019-02-05,11.359999656677246,11.789999961853027,4271100
2019-02-06,11.619999885559082,11.510000228881836,3479600
2019-02-07,11.399999618530273,11.470000267028809,2021100
2019-02-08,11.390000343322754,11.350000381469727,1801200
2019-02-11,11.380000114440918,11.300000190734863,1918600
2019-02-12,11.300000190734863,11.550000190734863,2678000
2019-02-13,11.5600004196167,11.470000267028809,2132800
2019-02-14,11.369999885559082,11.329999923706055,2468500
2019-02-15,11.329999923706055,11.430000305175781,2211800
2019-02-19,11.460000038146973,11.199999809265137,3305600
2019-02-20,11.229999542236328,11.199999809265137,2960500
2019-02-21,11.229999542236328,11.029999732971191,2489200
2019-02-22,11.020000457763672,11.369999885559082,3249500
2019-02-25,11.380000114440918,11.550000190734863,3594500
2019-02-26,11.539999961853027,11.640000343322754,2158000
2019-02-27,11.65999984741211,11.670000076293945,3397300
2019-02-28,11.6899995803833,11.699999809265137,2820200
2019-03-01,11.880000114440918,11.75,1901200
2019-03-04,11.789999961853027,11.569999694824219,2228600
2019-03-05,12.079999923706055,11.600000381469727,5537900
2019-03-06,11.65999984741211,11.5600004196167,3312900
2019-03-07,11.5600004196167,11.59000015258789,1811400
2019-03-08,11.069999694824219,10.970000267028809,6171600
2019-03-11,10.979999542236328,11.260000228881836,2703600
2019-03-12,11.279999732971191,11.470000267028809,2164900
2019-03-13,11.539999961853027,11.579999923706055,2191600
2019-03-14,11.3100004196167,10.949999809265137,2839600
2019-03-15,10.989999771118164,11.0600004196167,3537400
2019-03-18,11.09000015258789,11.069999694824219,2451200
2019-03-19,11.069999694824219,10.960000038146973,3089900
2019-03-20,10.960000038146973,10.5,4103900
2019-03-21,10.470000267028809,10.550000190734863,3205300
2019-03-22,10.649999618530273,10.449999809265137,3289000
2019-03-25,10.460000038146973,10.140000343322754,4486200
2019-03-26,10.109999656677246,10.350000381469727,3535100
2019-03-27,10.369999885559082,10.289999961853027,2606200
2019-03-28,10.359999656677246,10.1899995803833,3122300
2019-03-29,10.210000038146973,10.15999984741211,2919000
2019-04-01,10.289999961853027,10.369999885559082,4415700
2019-04-02,10.369999885559082,10.100000381469727,8670200
2019-04-03,8.859999656677246,9.630000114440918,26597900
2019-04-04,9.739999771118164,10.029999732971191,7917800
2019-04-05,9.960000038146973,9.859999656677246,5743600
2019-04-08,9.789999961853027,9.9399995803833,4551000
2019-04-09,9.850000381469727,9.819999694824219,2978500
2019-04-10,9.880000114440918,9.970000267028809,2807200
2019-04-11,9.979999542236328,9.760000228881836,2545200
2019-04-12,9.789999961853027,9.319999694824219,4778500
2019-04-15,9.270000457763672,8.9399995803833,5527400
2019-04-16,9.0,9.079999923706055,4720000
2019-04-17,9.109999656677246,8.9399995803833,3921100
2019-04-18,8.859999656677246,8.770000457763672,3814200
2019-04-22,8.75,8.649999618530273,6278700
2019-04-23,8.640000343322754,8.890000343322754,4452300
2019-04-24,8.899999618530273,9.010000228881836,4106100
2019-04-25,8.989999771118164,8.949999809265137,2627000
2019-04-26,8.930000305175781,8.890000343322754,2306800
2019-04-29,8.890000343322754,8.760000228881836,2548100
2019-04-30,8.800000190734863,8.649999618530273,3207700
2019-05-01,8.65999984741211,8.510000228881836,3538900
2019-05-02,8.510000228881836,8.770000457763672,3116900
2019-05-03,8.8100004196167,8.970000267028809,2179600
2019-05-06,8.850000381469727,8.850000381469727,2406200
2019-05-07,8.770000457763672,8.770000457763672,2591600
2019-05-08,8.75,8.6899995803833,2062400
2019-05-09,8.600000381469727,8.520000457763672,2339500
2019-05-10,8.520000457763672,8.479999542236328,2301500
2019-05-13,8.329999923706055,8.260000228881836,3043200
2019-05-14,8.319999694824219,8.529999732971191,2612900
2019-05-15,8.4399995803833,8.6899995803833,2253500
2019-05-16,8.739999771118164,8.670000076293945,1751000
2019-05-17,8.539999961853027,8.609999656677246,1967300
2019-05-20,8.460000038146973,8.0600004196167,5043600
2019-05-21,8.069999694824219,8.130000114440918,5697100
2019-05-22,8.069999694824219,7.900000095367432,4516100
2019-05-23,7.840000152587891,7.699999809265137,3919500
2019-05-24,7.710000038146973,7.820000171661377,2542100
2019-05-28,7.849999904632568,7.739999771118164,2732800
2019-05-29,7.730000019073486,7.570000171661377,4127700
2019-05-30,7.570000171661377,7.599999904632568,2695200
2019-05-31,7.46999979019165,7.579999923706055,3983100
2019-06-03,7.579999923706055,7.46999979019165,5229100
2019-06-04,7.579999923706055,7.820000171661377,10430100
2019-06-05,5.489999771118164,5.039999961853027,39354200
2019-06-06,4.980000019073486,5.130000114440918,13558000
