Date,Open,Close,Volume
2019-01-02,245.97999572753906,250.17999267578125,126925200
2019-01-03,248.22999572753906,244.2100067138672,144140700
2019-01-04,247.58999633789062,252.38999938964844,142628800
2019-01-07,252.69000244140625,254.3800048828125,103139100
2019-01-08,256.82000732421875,256.7699890136719,102512600
2019-01-09,257.55999755859375,257.9700012207031,95006600
2019-01-10,256.260009765625,258.8800048828125,96823900
2019-01-11,257.67999267578125,258.9800109863281,73858100
2019-01-14,256.8599853515625,257.3999938964844,70908200
2019-01-15,257.82000732421875,260.3500061035156,85208300
2019-01-16,260.8299865722656,260.9800109863281,77636700
2019-01-17,260.010009765625,262.9599914550781,96118400
2019-01-18,264.9800109863281,266.4599914550781,127900300
2019-01-22,264.82000732421875,262.8599853515625,115531200
2019-01-23,264.010009765625,263.4100036621094,86030300
2019-01-24,263.2099914550781,263.54998779296875,59204100
2019-01-25,265.6099853515625,265.7799987792969,96883400
2019-01-28,263.3900146484375,263.760009765625,85613700
2019-01-29,263.9200134277344,263.4100036621094,66136300
2019-01-30,265.1000061035156,267.5799865722656,92473700
2019-01-31,267.510009765625,269.92999267578125,104012100
2019-02-01,270.1499938964844,270.05999755859375,85782500
2019-02-04,270.1099853515625,271.9599914550781,60744800
2019-02-05,272.44000244140625,273.1000061035156,79552800
2019-02-06,272.7900085449219,272.739990234375,58347800
2019-02-07,270.94000244140625,270.1400146484375,95482000
2019-02-08,268.75,270.4700012207031,75788900
2019-02-11,271.20001220703125,270.6199951171875,68021400
2019-02-12,272.4200134277344,274.1000061035156,72270200
2019-02-13,275.0299987792969,274.989990234375,65277200
2019-02-14,273.7799987792969,274.3800048828125,83234400
2019-02-15,276.3599853515625,277.3699951171875,97088700
2019-02-19,276.4800109863281,277.8500061035156,59120800
2019-02-20,277.80999755859375,278.4100036621094,76610800
2019-02-21,277.70001220703125,277.4200134277344,64214700
2019-02-22,278.1099853515625,279.1400146484375,78114600
2019-02-25,280.7300109863281,279.5199890136719,69030700
2019-02-26,279.1300048828125,279.32000732421875,56844100
2019-02-27,278.5199890136719,279.20001220703125,56921600
2019-02-28,278.9599914550781,278.67999267578125,69268300
2019-03-01,280.44000244140625,280.4200134277344,78880500
